,City,Country,Distance,Fax,FridayHours,Latitude,Longitude,MondayHours,Name,Phone,SaturdayHours,Services,State,Street,SundayHours,ThursdayHours,TuesdayHours,Website,WednesdayHours,ZipCode
526,Springfield,United States,0,,10:30am-4:30pm,39.816177,-89.654527,10:30am-4:30pm,First Step Women's Center,(217) 523-0100,Closed,"Abortion Information, Adoption Information, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Mobile), Ultrasound (Onsite)",IL,104 North Grand Ave. E,Closed,10:30am-4:30pm,Closed,http://lifetimephc.org,10:30am-6pm,62702
527,Sterling,United States,0,,,41.800218,-89.668130,,Hope Life Center (HB),815-625-5300,,"Pregnancy Tests, Ultrasound (Onsite)",IL,2323 E Lincolnway,,,,,,61081
528,Taylorville,United States,0,,"9am-12pm, 1pm-4pm",39.553053,-89.293507,"9am-12pm, 1pm-4pm",Loving Arms Crisis Pregnancy Center,(217) 824-7200,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",IL,500 N. Walnut St,Closed,Closed,"9am-12pm, 1pm-4pm",http://www.lacpc.com,"9am-12pm, 1pm-4pm",62568
529,Tinley Park,United States,0,(708) 614-7536,Closed,41.578705,-87.784800,9am-9pm,PASS Pregnancy Care Center - Tinley Park,(708) 614-9777,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",IL,17214 Oak Park Ave,Closed,9am-5pm,9am-5pm,https://passnetworkforlife.org/,9am-8pm,60477
530,Vandalia,United States,0,Lighthouse Pregnancy & Health Services,9am-1pm,38.974977,-89.110912,9am-5pm,Lighthouse Pregnancy & Health Services,(618) 283-8750,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",IL,1703 W Fletcher St,Closed,9am-5pm,9am-5pm,http://www.lighthousepregnancy.org,9am-5pm,62471
531,Waterloo,United States,0,(618) 939-3626,8:30am-2pm,38.348694,-90.150146,Closed,LifeNetwork of Southern Illinois,(618) 939-4224,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",IL,722 N Market St,Closed,9am-4pm,9am-4pm,http://mylifenet.org,9am-4pm,62298
532,West Chicago,United States,0,,9:00am-5:00pm,41.867526,-88.215659,9:00am-5:00pm,Care Net Pregnancy Services of DuPage - West Chicago,(630) 455-0300,,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",IL,"440 E Roosevelt Rd, Ste 106",,9:00am-5:00pm,9:00am-5:00pm,http://www.pregnanthelp.com,,60185
533,Wood Dale,United States,0,,9am-5pm,41.963263,-87.977948,9am-5pm,Care Net Pregnancy Services of DuPage - Wood Dale,(630) 455-0300,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",IL,132 E Irving Park Road,Closed,10am-6pm,9am-5pm,http://www.pregnanthelp.com/,9am-5pm,60191
534,Zion,United States,0,,Closed,42.431559,-87.826019,10am-4pm,Family Resource Center of Zion,(847) 731-8360,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",IL,3452 Sheridan 5E,Closed,10am-4pm,10am-4pm,http://www.frczion.org,10am-4pm,60099
535,Angola,United States,0,,,41.656272,-84.990234,,Compassion Pregnancy Center of Northeast IN (HB),260-668-7773,,"Pregnancy Tests, Ultrasound (Onsite)",IN,711 E Harcourt,,,,,,46703
536,Auburn,United States,0,,Closed,41.359811,-85.070840,12pm-7pm,DeKalb Pregnancy Center,(260) 925-3267,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound Referrals",IN,903 Cardinal Court,Closed,10 am-5 pm,12pm-5pm,http://dekalbpregnancy.com,12pm-5pm,46706
537,Bedford,United States,0,,Closed,38.871544,-86.489576,10am-4pm,Hope Resource Center,(812) 275-2827,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",IN,"717 Lincoln Ave, Ste. G",Closed,1pm-5pm,1pm-5pm,http://hoperesourcectr.org,10am-4pm,47421
538,Berne,United States,0,,,40.658972,-84.950987,,The Hope Clinic (HB),260-589-3561,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,165 W Water St,,,,,,46711
539,Bluffton,United States,0,,,40.756696,-85.164422,,Helping Hands Pregnancy Resource Center (HB),260-824-4263,,"Pregnancy Tests, Ultrasound (Onsite)",IN,116 E Dustman Rd Suite B,,,,,,46714
540,Brazil,United States,0,,Closed,39.523116,-87.130124,12pm-5pm,Crisis Pregnancy Center of Brazil,(812) 448-3444,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",IN,20 N. Merdian St.,Closed,12pm-5pm,12pm-5pm,http://www.wabashvalleypregnancy.com/,12pm-5pm,47834
541,Brookville,United States,0,,,39.419977,-85.013034,,Pregnancy Help Center (HB),765-647-2029,,Pregnancy Tests,IN,512 Main Street #2A,,,,,,47012
542,Columbus,United States,0,,,39.207121,-85.896889,,Clarity of South Central Indiana (HB),812-378-4114,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,732 Smith St,,,,,,47201
543,Connersville,United States,0,,,39.642293,-85.139118,,Hope Center (HB),765-825-1244,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,531 N Central Ave. Ste 6,,,,,,47331
544,Corydon,United States,0,,Closed,38.210810,-86.126344,9am-3pm,Choices Life Resource Center- Corydon,(812) 572-4160,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",IN,"101 Hwy 62 W, Suite 101",Closed,9am-8pm,9am-3pm,http://choiceslrc.org,9am-3pm,47112
545,Covington,United States,0,,,40.133505,-87.516306,,Women's Resource Center (HB),765-793-4070,,"Pregnancy Tests, Ultrasound (Onsite)",IN,2522  W  US Highway 136,,,,,,47932
546,Crawfordsville,United States,0,,,40.042613,-86.895954,,Women's Resource Center (HB),765-362-3180,,"Pregnancy Tests, Ultrasound (Onsite)",IN,"407 E Market St, Ste 106",,,,,,47993
547,Crown Point,United States,0,,,41.448889,-87.353525,,South Suburban Life Resource Center (HB),708-672-3978,,Pregnancy Tests,IN,1515 W 93rd Ave,,,,,,46307
548,Decatur,United States,0,,,40.819517,-84.934614,,The Hope Clinic (HB),260-728-4191,,"Pregnancy Tests, Ultrasound (Onsite)",IN,"970 S 11th, PO Box 21",,,,,,46733
549,Elkhart,United States,0,,,41.684592,-85.975591,,RETA (HB),574-522-4357,,"Pregnancy Tests, Ultrasound (Onsite)",IN,300 W High St,,,,,,46516
550,Evansville,United States,0,812-428-8448,8:30am-4:30pm,37.968478,-87.561055,8:30am-4:30pm,Evansville Christian Life Center,(812) 491-1542,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",IN,265 Bellemeade Ave,Closed,8:30am-6:00pm,8:30am-4:30pm,http://www.evansvilleprc.com,8:30am-4:30pm,47713
551,Fort Wayne,United States,0,,Closed,41.110420,-85.098693,9am-5pm,A Hope Center Pregnancy & Relationship Resources,(260) 422-3544,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite)",IN,3630 Hobson Road,Closed,9am-5pm,9am-8pm,http://ahopecenter.org,9am-5pm,46815
552,Fort Wayne,United States,0,,Closed,41.080944,-85.136369,4pm-7pm,A Hope Center,(260) 422-3544,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",IN,13410 Main St.,Closed,Closed,Closed,http://ahopecenter.com/,Closed,46807-2042
553,Frankfort,United States,0,,,40.279206,-86.492824,,Pregnancy Resource Center - Frankfort (HB),765-659-2444,,"Pregnancy Tests, Ultrasound (Onsite)",IN,"1746 E Wabash St, Suite B",,,,,,46041
554,Ft. Wayne,United States,0,,10am-3pm,41.051349,-85.136962,12pm-8pm,"A Hope Center, S. Calhoun St.",(260) 969-4357,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",IN,"3701 S Calhoun St, Suite C",Closed,10am-6pm,12pm-5pm,http://ahopecenter.com/,10am-5pm,46807
555,Grabill,United States,0,,,41.209815,-84.966921,,A Hope Center (HB),260-627-2242,,"Pregnancy Tests, Ultrasound (Onsite)",IN,13410 Main St,,,,,,46741
556,Greencastle,United States,0,,Closed,39.631621,-86.851565,10am-4pm,Care Net Pregnancy Center of Putnam County,(765) 653-3345,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",IN,1224 S. Bloomington St.,Closed,10am-7pm,10am-4pm,http://www.carenetpc.com,10am-4pm,46135
557,Greenfield,United States,0,,,39.805604,-85.770965,,Life Choices Care Center (HB),317-467-9700,,"Pregnancy Tests, Ultrasound (Onsite)",IN,1524 N. State St.,,,,,,46140
558,Greensburg,United States,0,,,39.336236,-85.487754,,Clarity Pregnancy Services of Decatur Cty (HB),812-222-0367,,"Pregnancy Tests, Ultrasound (Onsite)",IN,325  W  Main  Street,,,,,,47240
559,Indianapolis,United States,0,,,39.910434,-86.256055,,1st Choice for Women (HB),877-734-2444,,Pregnancy Tests,IN,5455 W 86th St Suite 121,,,,,,46268
560,Kendallville,United States,0,,Closed,41.444976,-85.254639,10 am-6 pm,Life and Family Services,(260) 347-5720,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",IN,201 N. Park Ave.,Closed,10 am-4 pm,Closed,http://www.lfsfamilies,10 am-4 pm,46755
561,Knox,United States,0,,9am-1pm,41.290125,-86.620994,Closed,Bella Vita Pregnancy Resource Center,(574) 772-2877,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",IN,801 S Heaton St.,Closed,1pm-6pm,1pm-6pm,http://www.bellavitaprc.com,Closed,46534
562,Kokomo,United States,0,,,40.488189,-86.131964,,Pregnancy Resource Center - Kokomo (HB),765-454-5566,,"Pregnancy Tests, Ultrasound (Onsite)",IN,115 West Mulberry,,,,,,46901
563,Lafayette,United States,0,,,40.387215,-86.904671,,Matrix LifeCare Center (HB),765-742-1533,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,2824 Old U.S. 231 South,,,,,,47909
564,Lafayette,United States,0,,,40.405744,-86.833212,,Matrix LifeCare Center (HB),765-742-1533,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,"938 Mezzanine Drive, Ste B",,,,,,47905
565,LaGrange,United States,0,,,41.652295,-85.418729,,Compassion Pregnancy Centers of NE IN (HB),260-463-7377,,"Pregnancy Tests, Ultrasound (Onsite)",IN,830 N Detroit St.,,,,,,46761
566,Lawrenceburg,United States,0,,11am-5pm,39.094643,-84.868479,3-7 pm,Pregnancy Care Center of Southeast Indiana,(812) 537-4357,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",IN,"62 Doughty Road, Suite 4",Closed,Closed,11am-5pm,http://www.helpimpregnant.org,11am-5pm,47025
567,Lebanon,United States,0,,9am-4:30pm,40.057925,-86.471398,9am-4:30pm,Life Centers - Boone County Pregnancy Center,(765) 485-5172,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound Referrals",IN,1208 N. Lebanon St,Closed,9am-4:30pm,9am-4:30pm,http://www.pregnancychoicesindy.com,9am-4:30pm,46052
568,Linton,United States,0,,,39.034140,-87.167016,,Pregnancy Choices (HB),812-847-4611,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,74 W Vincennes St,,,,,,47441
569,Madison,United States,0,,Closed,38.776099,-85.390905,12pm-6pm,Life Choices Clinic,(812) 273-0400,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",IN,"220 Clifty Dr, Suite H",Closed,12pm-6pm,9am-3pm,http://www.madisonchoices.com,Closed,47250
570,Marion,United States,0,,Closed,40.557998,-85.660129,10am-7pm,Crisis Pregnancy Center of Grant County,(765) 664-4467,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",IN,326 S Washington St,Closed,10am-5pm,Closed,http://www.mypregnancyhelpcenter.org,10am-2pm,46952
571,Martinsville,United States,0,,Closed,39.427572,-86.418707,11am-5pm,"Care Net Pregnancy Centers of Central Indiana, Inc - Martinsville",(765) 349-9190,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men",IN,69 N Colfax Ste. 1,Closed,Closed,11am-5pm,http://carenetpc.org,11am-5pm,46151
572,Mooresville,United States,0,,Closed,39.604893,-86.362333,11am-5pm,"Care Net Pregnancy Centers of Central Indiana, Inc - Mooresville",(317) 834-9776,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",IN,701 State Road 144,Closed,Closed,11am-7pm,http://carenetpc.org,11am-5pm,46158
573,Muncie,United States,0,(765)286-8798,12pm-5pm,40.217888,-85.409185,12pm-5pm,First Choice for Women,(765) 286-6085,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",IN,3020 N Oakwood Ave,Closed,12pm-7pm,12pm-7pm,http://www.firstchoiceforwomen.org,12pm-5pm,47304
574,Nashville,United States,0,,,39.198000,-86.218321,,Clarity Pregnancy Services of Brown Cty (HB),812-988-4500,,"Pregnancy Tests, Ultrasound (Onsite)",IN,1750 State Rd 46,,,,,,47448
575,New Albany,United States,0,,Closed,38.318026,-85.802957,9am-3pm,Choices Life Resource Center,(812) 941-0872,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",IN,2656 Charlestown Road,Closed,9am-8pm,9am-8pm,http://choiceslrc.org,9am-3pm,47150
576,New Castle,United States,0,,Closed,39.928499,-85.370687,1pm-5pm,Henry County Pregnancy Care Center,(765) 529-7298,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Tests",IN,"415 S. Main St, Suite A",Closed,1pm-5pm,1pm-5pm,http://www.hcpcc.typepad.com,1pm-5pm,47362
577,North Manchester,United States,0,,,41.005219,-85.761805,,"L.I.F.E. Center, Inc. (HB)",260-982-8543,,Pregnancy Tests,IN,603 Bond St,,,,,,46962
578,North Vernon,United States,0,,,38.994275,-85.630077,,Clarity Pregnancy Services of Jennings Cty (HB),812-346-0888,,"Pregnancy Tests, Ultrasound (Onsite)",IN,304 Norris Ave.,,,,,,47265
579,Paoli,United States,0,,,38.561426,-86.488618,,LIFE Family Resource Center (HB),812-723-3689,,Pregnancy Tests,IN,1693 W Hospital Rd,,,,,,47454
